Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,date
2025-03-24 01:30:00-04:00,5756.25,5756.25,5756.0,5756.0,64,0.0,0.0,2025-03-24
2025-03-24 01:31:00-04:00,5755.75,5755.75,5755.5,5755.75,58,0.0,0.0,2025-03-24
2025-03-24 01:32:00-04:00,5755.75,5756.25,5755.75,5756.0,62,0.0,0.0,2025-03-24
2025-03-24 01:33:00-04:00,5756.0,5756.5,5756.0,5756.25,18,0.0,0.0,2025-03-24
2025-03-24 01:34:00-04:00,5756.5,5756.75,5756.5,5756.5,50,0.0,0.0,2025-03-24
2025-03-24 01:35:00-04:00,5756.25,5756.25,5756.25,5756.25,37,0.0,0.0,2025-03-24
2025-03-24 01:36:00-04:00,5756.5,5756.75,5756.5,5756.5,47,0.0,0.0,2025-03-24
2025-03-24 01:37:00-04:00,5756.5,5757.0,5756.5,5757.0,49,0.0,0.0,2025-03-24
2025-03-24 01:38:00-04:00,5757.0,5757.0,5756.5,5756.5,33,0.0,0.0,2025-03-24
2025-03-24 01:39:00-04:00,5756.5,5756.5,5756.25,5756.25,32,0.0,0.0,2025-03-24
2025-03-24 01:40:00-04:00,5756.25,5756.25,5756.25,5756.25,28,0.0,0.0,2025-03-24
2025-03-24 01:41:00-04:00,5756.0,5756.0,5756.0,5756.0,19,0.0,0.0,2025-03-24
2025-03-24 01:42:00-04:00,5755.75,5756.0,5755.75,5756.0,30,0.0,0.0,2025-03-24
2025-03-24 01:43:00-04:00,5756.25,5756.5,5756.0,5756.0,129,0.0,0.0,2025-03-24
2025-03-24 01:44:00-04:00,5755.75,5756.0,5755.75,5756.0,13,0.0,0.0,2025-03-24
2025-03-24 01:45:00-04:00,5756.0,5756.0,5755.75,5755.75,55,0.0,0.0,2025-03-24
2025-03-24 01:46:00-04:00,5755.5,5755.5,5755.5,5755.5,4,0.0,0.0,2025-03-24
2025-03-24 01:47:00-04:00,5755.75,5755.75,5755.75,5755.75,38,0.0,0.0,2025-03-24
2025-03-24 01:48:00-04:00,5755.75,5755.75,5755.5,5755.75,7,0.0,0.0,2025-03-24
2025-03-24 01:49:00-04:00,5755.5,5755.75,5755.25,5755.25,15,0.0,0.0,2025-03-24
2025-03-24 01:50:00-04:00,5755.25,5755.75,5755.25,5755.75,27,0.0,0.0,2025-03-24
2025-03-24 01:51:00-04:00,5755.75,5755.75,5755.75,5755.75,9,0.0,0.0,2025-03-24
2025-03-24 01:52:00-04:00,5755.75,5755.75,5755.75,5755.75,7,0.0,0.0,2025-03-24
2025-03-24 01:53:00-04:00,5755.75,5755.75,5755.5,5755.5,20,0.0,0.0,2025-03-24
2025-03-24 01:54:00-04:00,5755.75,5756.0,5755.75,5755.75,44,0.0,0.0,2025-03-24
2025-03-24 01:55:00-04:00,5755.75,5756.25,5755.75,5755.75,94,0.0,0.0,2025-03-24
2025-03-24 01:56:00-04:00,5755.75,5755.75,5755.75,5755.75,11,0.0,0.0,2025-03-24
2025-03-24 01:57:00-04:00,5755.75,5756.0,5755.5,5755.5,110,0.0,0.0,2025-03-24
2025-03-24 01:58:00-04:00,5755.5,5755.75,5755.5,5755.75,34,0.0,0.0,2025-03-24
2025-03-24 01:59:00-04:00,5755.75,5755.75,5755.75,5755.75,6,0.0,0.0,2025-03-24
2025-03-24 02:00:00-04:00,5755.75,5756.0,5755.25,5755.5,115,0.0,0.0,2025-03-24
2025-03-24 02:01:00-04:00,5755.5,5755.5,5755.0,5755.5,75,0.0,0.0,2025-03-24
2025-03-24 02:02:00-04:00,5755.5,5755.5,5755.5,5755.5,2,0.0,0.0,2025-03-24
2025-03-24 02:03:00-04:00,5755.75,5755.75,5755.5,5755.5,77,0.0,0.0,2025-03-24
2025-03-24 02:04:00-04:00,5755.75,5755.75,5755.5,5755.75,45,0.0,0.0,2025-03-24
2025-03-24 02:05:00-04:00,5755.75,5755.75,5755.75,5755.75,34,0.0,0.0,2025-03-24
2025-03-24 02:06:00-04:00,5756.0,5756.0,5755.5,5755.75,74,0.0,0.0,2025-03-24
2025-03-24 02:07:00-04:00,5755.75,5755.75,5755.75,5755.75,15,0.0,0.0,2025-03-24
2025-03-24 02:08:00-04:00,5755.75,5755.75,5755.75,5755.75,34,0.0,0.0,2025-03-24
2025-03-24 02:09:00-04:00,5755.5,5755.5,5755.0,5755.25,58,0.0,0.0,2025-03-24
2025-03-24 02:10:00-04:00,5755.5,5755.5,5755.5,5755.5,26,0.0,0.0,2025-03-24
2025-03-24 02:11:00-04:00,5755.75,5756.0,5755.75,5756.0,46,0.0,0.0,2025-03-24
2025-03-24 02:12:00-04:00,5755.75,5755.75,5755.5,5755.5,44,0.0,0.0,2025-03-24
2025-03-24 02:13:00-04:00,5755.5,5755.5,5755.0,5755.25,66,0.0,0.0,2025-03-24
2025-03-24 02:14:00-04:00,5755.25,5755.5,5755.25,5755.5,39,0.0,0.0,2025-03-24
2025-03-24 02:15:00-04:00,5755.75,5756.25,5755.75,5756.0,88,0.0,0.0,2025-03-24
2025-03-24 02:16:00-04:00,5756.25,5756.5,5756.0,5756.0,65,0.0,0.0,2025-03-24
2025-03-24 02:17:00-04:00,5756.25,5756.5,5756.25,5756.5,29,0.0,0.0,2025-03-24
2025-03-24 02:18:00-04:00,5756.5,5757.0,5756.5,5756.75,63,0.0,0.0,2025-03-24
2025-03-24 02:19:00-04:00,5756.5,5756.5,5756.25,5756.25,107,0.0,0.0,2025-03-24
2025-03-24 02:20:00-04:00,5756.25,5756.25,5756.0,5756.0,13,0.0,0.0,2025-03-24
2025-03-24 02:21:00-04:00,5756.0,5757.0,5756.0,5757.0,75,0.0,0.0,2025-03-24
2025-03-24 02:22:00-04:00,5756.75,5757.75,5756.75,5757.75,154,0.0,0.0,2025-03-24
2025-03-24 02:23:00-04:00,5757.5,5757.5,5757.25,5757.25,71,0.0,0.0,2025-03-24
2025-03-24 02:24:00-04:00,5757.0,5757.25,5756.75,5756.75,23,0.0,0.0,2025-03-24
2025-03-24 02:25:00-04:00,5757.0,5757.25,5757.0,5757.0,37,0.0,0.0,2025-03-24
2025-03-24 02:26:00-04:00,5756.75,5756.75,5756.5,5756.75,78,0.0,0.0,2025-03-24
2025-03-24 02:27:00-04:00,5756.5,5757.0,5756.5,5757.0,53,0.0,0.0,2025-03-24
2025-03-24 02:28:00-04:00,5757.0,5757.25,5757.0,5757.25,50,0.0,0.0,2025-03-24
2025-03-24 02:29:00-04:00,5757.0,5757.25,5756.75,5757.25,61,0.0,0.0,2025-03-24
2025-03-24 02:30:00-04:00,5757.0,5757.0,5755.75,5757.0,220,0.0,0.0,2025-03-24
2025-03-24 02:31:00-04:00,5757.0,5757.0,5755.75,5756.25,135,0.0,0.0,2025-03-24
2025-03-24 02:32:00-04:00,5756.5,5756.75,5756.5,5756.5,39,0.0,0.0,2025-03-24
2025-03-24 02:33:00-04:00,5756.5,5756.5,5756.25,5756.5,84,0.0,0.0,2025-03-24
2025-03-24 02:34:00-04:00,5756.25,5756.25,5755.75,5756.0,57,0.0,0.0,2025-03-24
2025-03-24 02:35:00-04:00,5756.25,5756.25,5755.25,5755.25,127,0.0,0.0,2025-03-24
2025-03-24 02:36:00-04:00,5755.75,5756.75,5755.75,5756.5,122,0.0,0.0,2025-03-24
2025-03-24 02:37:00-04:00,5756.5,5757.75,5756.5,5757.25,138,0.0,0.0,2025-03-24
2025-03-24 02:38:00-04:00,5757.25,5757.25,5756.0,5757.0,212,0.0,0.0,2025-03-24
2025-03-24 02:39:00-04:00,5756.75,5757.0,5756.5,5757.0,48,0.0,0.0,2025-03-24
2025-03-24 02:40:00-04:00,5757.25,5757.5,5757.0,5757.0,108,0.0,0.0,2025-03-24
2025-03-24 02:41:00-04:00,5757.25,5757.5,5757.25,5757.25,50,0.0,0.0,2025-03-24
2025-03-24 02:42:00-04:00,5757.25,5758.0,5757.25,5758.0,95,0.0,0.0,2025-03-24
2025-03-24 02:43:00-04:00,5758.25,5759.0,5758.0,5758.5,256,0.0,0.0,2025-03-24
2025-03-24 02:44:00-04:00,5758.5,5759.0,5758.5,5759.0,116,0.0,0.0,2025-03-24
2025-03-24 02:45:00-04:00,5759.0,5759.0,5758.5,5758.75,160,0.0,0.0,2025-03-24
2025-03-24 02:46:00-04:00,5758.75,5759.75,5758.5,5759.75,133,0.0,0.0,2025-03-24
2025-03-24 02:47:00-04:00,5759.5,5760.75,5759.5,5760.75,461,0.0,0.0,2025-03-24
2025-03-24 02:48:00-04:00,5760.5,5760.75,5760.25,5760.75,69,0.0,0.0,2025-03-24
2025-03-24 02:49:00-04:00,5760.5,5761.25,5760.5,5761.0,115,0.0,0.0,2025-03-24
2025-03-24 02:50:00-04:00,5761.25,5761.25,5760.5,5760.5,137,0.0,0.0,2025-03-24
2025-03-24 02:51:00-04:00,5760.75,5761.5,5760.75,5761.25,90,0.0,0.0,2025-03-24
2025-03-24 02:52:00-04:00,5761.5,5763.0,5761.5,5762.5,418,0.0,0.0,2025-03-24
2025-03-24 02:53:00-04:00,5762.5,5763.0,5762.0,5762.0,229,0.0,0.0,2025-03-24
2025-03-24 02:54:00-04:00,5762.0,5762.5,5762.0,5762.25,81,0.0,0.0,2025-03-24
2025-03-24 02:55:00-04:00,5762.5,5762.75,5762.25,5762.75,117,0.0,0.0,2025-03-24
2025-03-24 02:56:00-04:00,5762.75,5764.0,5762.75,5763.75,236,0.0,0.0,2025-03-24
2025-03-24 02:57:00-04:00,5764.0,5764.75,5764.0,5764.5,356,0.0,0.0,2025-03-24
2025-03-24 02:58:00-04:00,5764.5,5764.75,5764.25,5764.75,69,0.0,0.0,2025-03-24
2025-03-24 02:59:00-04:00,5764.5,5764.75,5763.5,5763.5,167,0.0,0.0,2025-03-24
2025-03-24 03:00:00-04:00,5763.75,5764.5,5763.25,5764.0,311,0.0,0.0,2025-03-24
2025-03-24 03:01:00-04:00,5764.25,5764.5,5763.75,5764.25,119,0.0,0.0,2025-03-24
2025-03-24 03:02:00-04:00,5764.25,5765.0,5764.0,5764.5,284,0.0,0.0,2025-03-24
2025-03-24 03:03:00-04:00,5764.75,5765.75,5764.5,5764.5,219,0.0,0.0,2025-03-24
2025-03-24 03:04:00-04:00,5764.5,5764.75,5764.5,5764.5,100,0.0,0.0,2025-03-24
2025-03-24 03:05:00-04:00,5764.25,5765.0,5764.25,5764.75,119,0.0,0.0,2025-03-24
2025-03-24 03:06:00-04:00,5764.5,5764.75,5764.5,5764.75,37,0.0,0.0,2025-03-24
2025-03-24 03:07:00-04:00,5764.75,5765.25,5764.5,5764.5,143,0.0,0.0,2025-03-24
2025-03-24 03:08:00-04:00,5764.25,5765.0,5764.0,5765.0,125,0.0,0.0,2025-03-24
2025-03-24 03:09:00-04:00,5765.0,5765.25,5765.0,5765.0,124,0.0,0.0,2025-03-24
2025-03-24 03:10:00-04:00,5765.25,5766.5,5765.25,5766.5,274,0.0,0.0,2025-03-24
2025-03-24 03:11:00-04:00,5766.5,5766.75,5765.75,5766.0,133,0.0,0.0,2025-03-24
2025-03-24 03:12:00-04:00,5765.75,5766.75,5765.75,5766.0,194,0.0,0.0,2025-03-24
2025-03-24 03:13:00-04:00,5766.25,5766.75,5765.5,5765.75,248,0.0,0.0,2025-03-24
2025-03-24 03:14:00-04:00,5765.75,5766.75,5765.75,5766.5,165,0.0,0.0,2025-03-24
2025-03-24 03:15:00-04:00,5766.5,5769.25,5766.5,5769.0,868,0.0,0.0,2025-03-24
2025-03-24 03:16:00-04:00,5769.0,5769.25,5767.5,5767.5,255,0.0,0.0,2025-03-24
2025-03-24 03:17:00-04:00,5767.5,5768.25,5767.25,5767.75,135,0.0,0.0,2025-03-24
2025-03-24 03:18:00-04:00,5767.5,5767.75,5766.75,5766.75,167,0.0,0.0,2025-03-24
2025-03-24 03:19:00-04:00,5766.75,5767.25,5766.75,5767.0,111,0.0,0.0,2025-03-24
2025-03-24 03:20:00-04:00,5766.75,5767.5,5766.5,5767.0,222,0.0,0.0,2025-03-24
2025-03-24 03:21:00-04:00,5767.0,5767.75,5767.0,5767.5,282,0.0,0.0,2025-03-24
2025-03-24 03:22:00-04:00,5767.75,5767.75,5767.25,5767.5,93,0.0,0.0,2025-03-24
2025-03-24 03:23:00-04:00,5767.5,5767.75,5766.75,5767.75,335,0.0,0.0,2025-03-24
2025-03-24 03:24:00-04:00,5767.75,5768.0,5767.5,5767.75,138,0.0,0.0,2025-03-24
2025-03-24 03:25:00-04:00,5767.5,5768.5,5767.5,5768.25,260,0.0,0.0,2025-03-24
2025-03-24 03:26:00-04:00,5768.0,5768.0,5766.75,5766.75,119,0.0,0.0,2025-03-24
2025-03-24 03:27:00-04:00,5767.0,5767.75,5766.75,5767.75,87,0.0,0.0,2025-03-24
2025-03-24 03:28:00-04:00,5767.5,5767.75,5767.0,5767.75,144,0.0,0.0,2025-03-24
2025-03-24 03:29:00-04:00,5767.75,5768.5,5767.75,5768.25,230,0.0,0.0,2025-03-24
2025-03-24 03:30:00-04:00,5768.25,5768.75,5767.75,5767.75,148,0.0,0.0,2025-03-24
2025-03-24 03:40:00-04:00,5766.25,5766.5,5765.75,5766.0,1709,0.0,0.0,2025-03-24
2025-03-24 03:41:00-04:00,5766.0,5766.25,5765.75,5765.75,141,0.0,0.0,2025-03-24
2025-03-24 03:42:00-04:00,5765.75,5766.0,5765.75,5766.0,84,0.0,0.0,2025-03-24
2025-03-24 03:43:00-04:00,5765.75,5766.0,5765.5,5765.75,61,0.0,0.0,2025-03-24
2025-03-24 03:44:00-04:00,5766.0,5766.0,5765.5,5765.5,70,0.0,0.0,2025-03-24
2025-03-24 03:45:00-04:00,5765.5,5766.0,5765.5,5765.75,81,0.0,0.0,2025-03-24
2025-03-24 03:46:00-04:00,5766.0,5767.25,5766.0,5767.25,191,0.0,0.0,2025-03-24
2025-03-24 03:47:00-04:00,5767.0,5767.25,5766.75,5767.0,78,0.0,0.0,2025-03-24
2025-03-24 03:48:00-04:00,5766.5,5766.75,5765.5,5766.75,286,0.0,0.0,2025-03-24
2025-03-24 03:49:00-04:00,5766.75,5766.75,5766.5,5766.5,108,0.0,0.0,2025-03-24
2025-03-24 03:50:00-04:00,5766.5,5766.5,5766.0,5766.25,85,0.0,0.0,2025-03-24
2025-03-24 03:51:00-04:00,5766.25,5766.5,5765.75,5765.75,104,0.0,0.0,2025-03-24
2025-03-24 03:52:00-04:00,5765.5,5766.0,5765.25,5765.75,145,0.0,0.0,2025-03-24
2025-03-24 03:53:00-04:00,5765.75,5766.0,5765.25,5766.0,185,0.0,0.0,2025-03-24
2025-03-24 03:54:00-04:00,5766.0,5766.5,5766.0,5766.0,145,0.0,0.0,2025-03-24
2025-03-24 03:55:00-04:00,5766.25,5766.5,5766.0,5766.25,113,0.0,0.0,2025-03-24
2025-03-24 03:56:00-04:00,5766.25,5766.5,5766.25,5766.5,112,0.0,0.0,2025-03-24
2025-03-24 03:57:00-04:00,5766.75,5767.25,5766.25,5767.0,322,0.0,0.0,2025-03-24
2025-03-24 03:58:00-04:00,5766.75,5767.0,5766.5,5766.5,146,0.0,0.0,2025-03-24
2025-03-24 03:59:00-04:00,5766.5,5766.75,5766.0,5766.0,173,0.0,0.0,2025-03-24
2025-03-24 04:00:00-04:00,5765.5,5767.25,5765.0,5765.5,856,0.0,0.0,2025-03-24
2025-03-24 04:01:00-04:00,5765.25,5767.75,5765.0,5767.5,535,0.0,0.0,2025-03-24
2025-03-24 04:02:00-04:00,5767.75,5768.5,5767.25,5768.25,779,0.0,0.0,2025-03-24
2025-03-24 04:03:00-04:00,5768.25,5771.0,5768.25,5769.25,2015,0.0,0.0,2025-03-24
2025-03-24 04:04:00-04:00,5769.5,5770.25,5769.5,5770.25,428,0.0,0.0,2025-03-24
2025-03-24 04:05:00-04:00,5770.25,5772.75,5770.0,5771.75,1020,0.0,0.0,2025-03-24
2025-03-24 04:06:00-04:00,5771.5,5772.25,5771.25,5771.25,511,0.0,0.0,2025-03-24
2025-03-24 04:07:00-04:00,5771.25,5772.0,5770.75,5771.25,437,0.0,0.0,2025-03-24
2025-03-24 04:08:00-04:00,5771.25,5772.0,5771.0,5771.75,360,0.0,0.0,2025-03-24
2025-03-24 04:09:00-04:00,5772.0,5775.75,5772.0,5775.5,1300,0.0,0.0,2025-03-24
2025-03-24 04:10:00-04:00,5775.5,5775.5,5773.5,5773.5,552,0.0,0.0,2025-03-24
2025-03-24 04:11:00-04:00,5773.75,5774.75,5773.75,5774.25,507,0.0,0.0,2025-03-24
2025-03-24 04:12:00-04:00,5774.25,5777.25,5774.25,5776.25,814,0.0,0.0,2025-03-24
2025-03-24 04:13:00-04:00,5776.0,5777.0,5775.75,5776.25,537,0.0,0.0,2025-03-24
2025-03-24 04:14:00-04:00,5776.0,5776.75,5775.75,5776.0,367,0.0,0.0,2025-03-24
2025-03-24 04:15:00-04:00,5777.5,5778.25,5775.0,5775.25,1123,0.0,0.0,2025-03-24
2025-03-24 04:16:00-04:00,5775.25,5775.75,5774.5,5775.0,431,0.0,0.0,2025-03-24
2025-03-24 04:17:00-04:00,5774.75,5774.75,5773.25,5773.25,297,0.0,0.0,2025-03-24
2025-03-24 04:18:00-04:00,5773.25,5774.25,5773.0,5773.75,359,0.0,0.0,2025-03-24
2025-03-24 04:19:00-04:00,5773.75,5774.0,5773.0,5773.25,355,0.0,0.0,2025-03-24
2025-03-24 04:20:00-04:00,5772.75,5773.0,5771.25,5772.0,311,0.0,0.0,2025-03-24
2025-03-24 04:21:00-04:00,5772.0,5773.25,5771.75,5772.75,391,0.0,0.0,2025-03-24
2025-03-24 04:22:00-04:00,5773.0,5774.75,5773.0,5774.75,273,0.0,0.0,2025-03-24
2025-03-24 04:23:00-04:00,5774.75,5775.0,5773.75,5775.0,236,0.0,0.0,2025-03-24
2025-03-24 04:24:00-04:00,5775.0,5775.5,5774.0,5774.5,338,0.0,0.0,2025-03-24
2025-03-24 04:25:00-04:00,5774.75,5775.25,5774.5,5774.75,131,0.0,0.0,2025-03-24
